address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
"4015 S Arizona Ave, Ste 1",Chandler,AZ,85248,33.2467668145,-111.8406887854,4,68,1,dfNKy4VIaH_qluaYQaG7oA,Bosa Donuts,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
27175 Lorain Rd,North Olmsted,OH,44070,41.4157726,-81.9229714,3.5,89,1,i6ECHeaggU6uu94CNO2cXg,Swensons Drive-In,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.113366,-115.175151,4,1201,1,SeNOJ2zYHziptxLuiRINLg,Lago,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"5655 Centennial Center Blvd, Ste 170",Las Vegas,NV,89149,36.2645451,-115.2574141,3,327,1,lKH_cqeaeVpHdsO2dK58OA,Smashburger,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2435 W Hwy 160, Ste 112",Tega Cay,SC,29708,35.0466773,-80.9897848,3.5,124,1,BeRW9lwppMRVAcwSgI9r0Q,Danny's Pizza and Pasta,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2221 N 7th St,Phoenix,AZ,85006,33.471983,-112.0648,4.5,70,1,WNe-j0R69GFQ1vgipxTD5Q,Bri,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7900 Lyles Ln NW,Concord,NC,28027,35.3657594,-80.7154212,3.5,82,1,pa2Y633N7lG7SHCIriE8GQ,Carrabba's Italian Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
215 Settlers Ridge Center Dr,Pittsburgh,PA,15205,40.440584401,-80.1504591107,4,133,1,jUatA3vF7cOA45mVxDIuWA,First Watch,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Bellagio Las Vegas, 3600 S Las Vegas Blvd",Las Vegas,NV,89109,36.1138449002,-115.1753912051,3.5,703,1,PDIh1lVtKlUqPJROXYJQvQ,FIX,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5661 Steeles Avenue E,Scarborough,ON,M1V 5P6,43.8316604,-79.265571,4,87,1,6tfr3R75PhtFTisRds0iHQ,Nguyen Huong Foods Company,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"10140 W Tropicana Ave, Ste 122",Las Vegas,NV,89147,36.1004789,-115.3143212,4,58,0,ux6ZekIlKJbJUKWRe7RjUQ,Jun's Korean Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
522 King St W,Toronto,ON,M5V 1L7,43.6450817,-79.3974485,2.5,54,0,B-_lsTh8uZx98Fe_esk1aw,Brant House,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
11637 Clifton Blvd,Cleveland,OH,44102,41.4872555789,-81.7685083205,4,136,0,SYOzI_Ooe-rXI3ZqCybwSQ,The Diner On Clifton,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
505 Rochester Rd,Pittsburgh,PA,15237,40.5364407,-80.0509328,3,78,1,EgW-kEqxP83MlVl06Qn21g,Rochester Inn & Hardwood Grille,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
11440 Euclid Ave,Cleveland,OH,44106,41.5096408966,-81.6041102477,3,68,1,uZZnIe0KJEpFlJlYedrQsg,Inchin's Bamboo Garden,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
6773 West Bell Rd,Glendale,AZ,85308,33.635924,-112.2049633,2.5,62,1,9eCMqkVa3E6yCiTmX21KqA,Chuck E. Cheese,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"10651 W Olive Ave, Ste 106",Peoria,AZ,85345,33.5640213,-112.2891712,3.5,115,1,2pWFsnqMlYSPFGUF4Vv38Q,Bibiano's Mexican Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"1006 E Warner Rd, Ste 102-103",Tempe,AZ,85284,33.3354902,-111.9272373,4.5,454,1,zoDilOV7nSQ3lXIhGOSbog,Ghost Ranch: Modern Southwest Cuisine,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"16845 Birkdale Commons Pkwy, Ste D",Huntersville,NC,28078,35.4458821,-80.8799563,4.5,106,1,fGxBre5-8lsj0ybdf8koSw,CAVA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
20 W Adams St,Phoenix,AZ,85003,33.4494379,-112.0744459,3.5,54,0,u4ihxqmtr1X230QA9ElJgg,My Mom's Thai Kitchen,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"15508 W Bell Rd, Ste 108",Surprise,AZ,85374,33.6401811,-112.3956888,4,140,1,VFrSIKxEQvgNowJ0PJxUzA,Lucky's Pizza,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10009 Weddington Rd Extension,Concord,NC,28027,35.3649893706,-80.710841,3.5,127,1,d25EAvcnm2MHoY-rZYNslA,Cinco de Mayo,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"8805 Townley Rd, Ste B",Huntersville,NC,28078,35.444907,-80.878413,3.5,151,1,TvxvsiidWhxS5Uhbp6830w,Bonefish Grill,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"5255 S Decatur Blvd, Ste 115",Las Vegas,NV,89118,36.0944424,-115.2079863,3.5,65,0,JhQvfo_WfX10TG9_7VO14g,Dad's Grilled Cheese,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"9609 N Tryon St, Ste K",Charlotte,NC,28262,35.3171887,-80.7391541,3.5,130,1,jUF7BSWB2s7Xgp5PbISbsg,Caribbean Hut,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2350 Rue Guy,Montréal,QC,H3H 2M2,45.4963914,-73.5814264,3.5,99,1,KqC7y46lAjWAksfKsWStWw,Cuisine Szechuan,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13120 Shaker Sq,Cleveland,OH,44120,41.4831391,-81.59128,4,101,1,YyyqcbVyoBo4wPsgowUtUQ,SASA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6316-A Old Sugar Creek Rd,Charlotte,NC,28269,35.3334785,-80.796379,3,61,1,tMKblwX0CeCDZbCz6ruyPg,Cocoa's Jamaican Jerk,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1200 N Town Center Dr, Ste B",Las Vegas,NV,89114,36.1834521121,-115.3098324491,4,103,1,plwa-yW-uQaJ7fiIAotOWg,Capriotti's,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"1825 E Baseline Rd, Ste 2",Tempe,AZ,85283,33.3779816,-111.9062993,3.5,68,1,alWRFbDdU3_F1c2C4nG2dw,Mandarin House,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"80 Ellesmere Road, Unit 1",Toronto,ON,M1R 4C2,43.7592178597,-79.3111342209,4,142,1,MC4becrrM9ntmnfMrD9b0g,Sushi Ichiban Ellesmere,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
422 Gammon Pl,Madison,WI,53719,43.0595488731,-89.502216687,3.5,103,0,wvCU61bSTtO8Cj7dhyrfMw,Freshii,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
9712 Yonge Street,Richmond Hill,ON,L4C 1V9,43.8642531,-79.4364126,3,121,1,tZ-h-gFhIWnrC4TR_N9K_Q,Mr Congee Chinese Cuisine,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3977 S Arizona Ave, Ste 4",Chandler,AZ,85248,33.2482027372,-111.8407105094,4,98,1,6bS135pIVjRbmOu1omOoqg,MOD Pizza,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"5849 W Northern Ave, Ste 500",Glendale,AZ,85301,33.5524125627,-112.1854456824,2.5,73,1,drpzuRdT2xZql-wJhTC3gg,Chipotle Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"1600 E Woodlawn Rd, Ste 260",Charlotte,NC,28209,35.171873,-80.849032,4,85,1,H71dQF--xtfPyIwNQMw5pQ,Which Wich,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37220 Mule Train Rd,Carefree,AZ,85377,33.8224784823,-111.9091202037,3,117,0,WibVrVwJAD5gZC3DqAGauQ,Carefree Resort & Conference Center,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7319 Matthews Mint Hill Rd,Charlotte,NC,28227,35.1753914,-80.6547581,3.5,107,1,zLAjobZ6B_0tgJsB41FNuQ,Hawthorne's NY Pizza & Bar,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
90 Yorkville Avenue,Toronto,ON,M5R 1B9,43.6712119,-79.3918458,4,83,1,DZkl5MleRKh0isxj1Y2Abg,Chabrol Restaurant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"7181 Yonge Street, Unit 27",Markham,ON,L3T 2B2,43.8035475091,-79.4205592513,4,137,1,Cx0wkl85Xdw9OCQkbXMjzQ,Sushi Bong,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3015 Winston Churchill Boulevard,Mississauga,ON,L5L 2V8,43.524095,-79.6823651,3,95,1,oWEFIvvt_kJCuk2V268XeQ,Summit Garden Chinese,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1811 W Charleston Blvd,Las Vegas,NV,89102,36.1585388,-115.1663589,4.5,265,1,hZAxcfDnLOkFY6G5ofI2RQ,Real Donuts,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
8520 W. Warm Springs Road,Las Vegas,NV,89113,36.0559083368,-115.2779293743,3,73,1,cJ5i4V6_VKjkOeEHD4ENeQ,Taco Bell,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1975 E Williams Field Rd,Gilbert,AZ,85295,33.306462,-111.747265,2.5,384,1,3tt-ZYVK1lRrHaFx40VsMA,Sandbar - Gilbert,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4950 S Rainbow Blvd, Ste 130",Las Vegas,NV,89118,36.0985966084,-115.242439,4,163,1,zAhv5Pg3vUB_kzdCj0KtDg,The Chicken Shack,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2398 E. Camelback Rd, #101",Phoenix,AZ,85016,33.5102741615,-112.0306530465,3.5,101,1,V6ncIv5oqZK6_b_O77W1NA,Over Easy - Biltmore,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3429 S Jones St,Las Vegas,NV,89146,36.1266125,-115.2252979,4,115,0,A9IUE1W6TfVXfSC6LkrWCw,White Rabbit Cafe 2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1000 Rue Sainte-Catherine O,Montréal,QC,H3B,45.5005207,-73.5721972,4.5,54,1,MW4oUlTstLsUHhO87K1tXg,Café Myriade,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
301 5th Ave,Pittsburgh,PA,15222,40.4412400187,-79.9997471273,3,172,1,8B7A5KqrrbxOlCX66hqfOg,McCormick & Schmick's Seafood & Steaks,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"10445 Spencer St, Ste 110",Las Vegas,NV,89183,35.9994149706,-115.1280581886,4.5,58,1,i914BRmIlPSjJpW5B_cS8Q,Joe Maxx Coffee,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6048 Yonge Street,Toronto,ON,M2M 3W5,43.7899221078,-79.4184596229,4.5,351,1,35SEr0cPTuoBJ1DYQ686pA,Katsuya,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19918 N Cove Rd,Cornelius,NC,28031,35.479225,-80.893923,3.5,191,1,DrJ6xjGcQJfMllS19S527Q,Alton's Kitchen & Cocktails,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1213 1 Street SW,Calgary,AB,T2R 0V3,51.0409809,-114.066177,3.5,52,1,rO9X1ge-xQZInuy5HYIOIA,Two Penny,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"2000 E Rio Salado Pkwy, Ste 1211",Tempe,AZ,85281,33.43367,-111.901644,3.5,52,1,Fl7YZ2gbBgV5aHkcl90lOQ,Cold Stone Creamery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
417 Roncesvalles Avenue,Toronto,ON,M6R 2N1,43.651331,-79.450837,3,56,1,gB4JpmmLKClE1ZFAwFWBJQ,Sunrise Grill & Crepe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10426 E Jomax Rd,Scottsdale,AZ,85262,33.7273959088,-111.8555598103,3.5,138,0,uJe6qjWPRMgR7QIyZ_zTwQ,Pinnacle Peak Patio,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
909 E Broadway,Tempe,AZ,85282,33.407106,-111.925717,2.5,122,0,Oj6W90G1ZVay9cRl6_uKXg,Applebee's Grill + Bar,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
971 Greentree Rd,Pittsburgh,PA,15220,40.41984,-80.045658,3,61,1,Ky0X7OLqSeBpvNNf0NjVcg,Olive Garden Italian Restaurant,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13240 N 7th St,Phoenix,AZ,85022,33.6068355,-112.0656616,5,172,1,U5Ow3ffmrG4MmTZLK6jd-g,Soup & Sausage Bistro,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"1916 West Baseline Rd, Ste 10",Mesa,AZ,85202,33.379604,-111.875992,4.5,145,1,GeGyqtD2uvJlC5Gf1bSQHw,Millie's Cafe Puerto Rican Cuisine,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"5932 W Bell Rd, Ste D112",Glendale,AZ,85308,33.6405013524,-112.1870372105,4,85,1,G9m4TMsKGnWbDavqlg6NXg,Island Teriyaki,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
7120 E Becker Ln,Scottsdale,AZ,85254,33.583195,-111.9273603,4.5,458,1,5ykOWYZ44sUvu9qxD8rPeg,IL Bosco Pizza,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15435 Scottsdale Rd,Scottsdale,AZ,85260,33.6266202305,-111.9250245407,3.5,127,1,rxjHvIvV_BlzKa8ftRUpGA,Five Guys,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3448 William Penn Hwy,Pittsburgh,PA,15235,40.429105,-79.810933,4,103,1,s36Rk0jd78z75LaqifnU3Q,Rey Azteca,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
382 College Street,Toronto,ON,M5T 1S7,43.6570194014,-79.4053025544,4.5,67,1,KMHh4Ekor5ij1HdCjkPJLA,Hogtown Vegan,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8471 W Sahara Ave,Las Vegas,NV,89117,36.1436335,-115.2764657,2.5,56,1,4I4OoW0tbaoG4I4D2spF3w,Del Taco,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3330 32 Street NE,Calgary,AB,T1Y 5Y9,51.082337,-113.987481,4,52,1,AASa5G_OHCxGQ0tbjT_2tw,Banana Leaf Tropical Cuisine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5961 E McKellips Rd,Mesa,AZ,85215,33.451331,-111.702033,2.5,55,1,yoh_h9I63HdT0XG-2zkQcQ,Village Inn,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"4920 W Thunderbird Rd, Ste 110",Glendale,AZ,85306,33.611367,-112.16568,4,359,1,CQDJ2y9sLxc0HfwNO5R3Ew,Pho Avina,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"3400 S Jones Blvd, Ste 11A",Las Vegas,NV,89146,36.127461,-115.224157,4.5,384,1,7hWNnAj4VwK6FAUBN8E8lg,EDO Gastro Tapas & Wine,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2744 N Green Valley Pkwy,Henderson,NV,89014,36.0697752391,-115.0799874426,4,666,1,k7Sy557_ZaQSGHFlZgeJzw,Weiss Restaurant Deli Bakery,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
620 Brookline Blvd,Pittsburgh,PA,15226,40.3948572,-80.0221115,4.5,113,1,6RbCJLiwNYwS6ab9vzD_zg,Pitaland,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9635 Bermuda Rd,Las Vegas,NV,89123,36.0146129,-115.1554271,5,86,0,60kO8s_xOEbwqEOwMieMXQ,Ah-Sah-EE Cafe,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"204 Main St, Ste 102",Fort Mill,SC,29715,35.0076029,-80.9440743,4,131,1,FK1YPTL4TccEXcHcPt9dJg,The Improper Pig,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7131 W Ray Rd, Ste 6",Chandler,AZ,85226,33.3179992,-111.9671864,4,180,1,fmke0ozj83GAebHEdbnlfw,Zoes Kitchen,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4074 Charlotte Hwy,Clover,SC,29710,35.1095995786,-81.0438186673,3.5,79,1,WUm3b5SMYPLSgeB0adjvuA,Lake Wylie Pizza and Italian Resturant,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"4215 Spring Mountain Rd, Ste B106B",Las Vegas,NV,89102,36.1254066954,-115.1959413912,3.5,416,1,2OJrznHaA4Gz_KYbQnAuzQ,Volcano Tea House,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
4105 Boulevard Saint-Laurent,Montréal,QC,H2W 1Y7,45.5175436,-73.5802618,4.5,162,1,EpAXhhvS-8U9aG2LlAr5WA,Le Majestique,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
241 S Oregon St,Chandler,AZ,85225,33.2998873,-111.8425358,4,311,1,QwPt--ZmXlSHq_UhUYpIYw,Ghett Yo Taco,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
